flow_id,id_from,id_to
0247_0038,902,38
0247_0040,905,40
0247_0044,920,44
0247_0045,917,45
0247_0046,7803,978
0247_0048,7803,992
0247_0050,900,962
0247_0051,910,51
0247_0055,7803,982
0247_0056,7803,922
0247_0057,7803,963
0247_0058,7803,994
0247_0059,906,918
0247_0060,7803,964
0247_0061,997,61
0247_0063,902,63
0247_0064,926,64
0247_0065,7803,978
0247_0066,919,66
0247_0067,7803,978
0247_0068,902,68
0247_0070,900,70
0247_0071,926,71
0247_0076,7803,988
0247_0077,7803,979
0247_0079,7803,981
0247_0081,926,81
0247_0082,906,928
0247_0087,7803,939
0247_0101,7803,968
0247_0103,7803,7809
0247_0104,926,104
0247_0107,7803,937
0247_0108,906,108
0247_0122,926,122
0247_0123,7803,937
0247_0124,7803,978
0247_0126,906,907
0247_0130,906,130
0247_0141,926,913
0247_0143,7803,989
0247_0145,926,145
0247_0147,7803,908
0247_0168,926,914
0247_0173,7803,995
0247_0174,906,921
0247_0209,7803,209
0247_0211,926,916
0247_0213,7803,983
0247_0214,7803,960
0247_0236,7803,990
0247_0237,906,927
0247_0243,7803,993
0247_0244,919,244
0247_0257,7803,923
0247_0264,7803,930
0247_0270,7803,960
0247_0276,7803,984
0247_0284,920,7804
0247_0286,7803,998
0247_0911,926,911
0247_0912,926,912
0247_0913,925,913
0247_0914,926,914
0247_0957,7803,937
0247_0985,7803,985
0247_6000,7803,960
0247_6006,905,40
0247_6007,906,927
0247_6011,926,913
0247_6012,926,912
0247_6013,926,916
0247_6014,926,916
0247_6015,926,916
0247_6016,900,6016
0247_6019,7803,979
0247_6027,7803,960
0247_6028,920,44
0247_6029,920,44
0247_6031,7803,922
0247_6034,906,918
0247_6035,926,916
0247_6036,906,108
0247_6037,902,68
0247_6039,7803,960
0247_6041,7803,960
0247_6043,900,901
0247_6044,7803,923
0247_6045,917,45
0247_6046,926,901
0247_6050,917,6050
0247_6054,7803,960
0247_6055,902,68
0247_6056,900,6056
0247_6059,997,901
0247_6060,900,901
0247_6064,7803,7809
0247_6065,7803,7809
0247_6068,997,901
0247_6069,7803,7800
0247_6070,7803,7800
0247_6998,906,6998
0247_7000,906,907
0247_7001,919,7001
0247_7802,7803,937
0249_0050,962,50
0262_0056,922,56
0262_0272,7800,272
0262_6031,922,56
0262_6032,922,56
0262_6033,922,56
0267_0033,983,986
0267_0058,983,994
0267_0126,983,907
0267_0143,983,989
0267_0213,983,213
0267_0214,983,960
0267_0270,983,960
0267_6000,983,960
0267_6023,983,213
0267_6040,983,213
0267_6042,983,213
0273_0029,929,29
0273_0058,929,994
0273_0076,929,988
0273_0077,929,979
0273_0126,929,907
0273_0143,929,989
0273_0173,929,995
0273_0216,929,980
0273_0276,929,984
0273_0289,929,7807
0273_0959,929,959
0273_0995,929,995
0273_6019,929,979
0274_0029,980,929
0274_0216,980,216
0277_0048,992,48
0277_0058,992,994
0277_0077,992,979
0277_0173,992,995
0277_0959,992,959
0306_0001,900,1
0331_0024,981,24
0331_0029,981,929
0331_0050,981,964
0331_0055,981,982
0331_0060,981,964
0331_0065,981,964
0331_0079,981,79
0331_0143,981,989
0331_0276,981,984
0900_0025,937,25
0900_0029,929,29
0900_0031,990,31
0900_0035,978,977
0900_0036,902,36
0900_0037,938,37
0900_0038,902,38
0900_0040,905,40
0900_0045,917,45
0900_0046,978,46
0900_0048,992,48
0900_0051,910,51
0900_0055,982,55
0900_0056,922,56
0900_0057,963,57
0900_0058,994,58
0900_0059,918,59
0900_0060,964,60
0900_0064,926,64
0900_0065,978,965
0900_0067,978,967
0900_0068,902,68
0900_0071,906,71
0900_0076,988,76
0900_0077,979,77
0900_0079,981,79
0900_0081,906,81
0900_0082,928,82
0900_0087,939,87
0900_0101,968,101
0900_0103,940,103
0900_0107,955,107
0900_0108,906,108
0900_0123,956,123
0900_0124,978,969
0900_0143,989,143
0900_0147,908,147
0900_0168,926,914
0900_0173,995,173
0900_0174,906,921
0900_0213,983,213
0900_0214,960,214
0900_0236,990,996
0900_0243,959,993
0900_0244,919,244
0900_0257,923,257
0900_0264,959,930
0900_0270,960,961
0900_0272,7800,272
0900_0276,984,276
0900_0282,960,7806
0900_0286,999,286
0900_0911,926,911
0900_0913,926,913
0900_0914,926,914
0900_0961,960,961
0900_6000,960,214
0900_6010,960,214
0900_6012,926,912
0900_6014,926,916
0900_6019,979,77
0900_6023,983,213
0900_6025,923,257
0900_6026,960,214
0900_6027,960,214
0900_6028,920,44
0900_6031,922,56
0900_6032,922,56
0900_6033,922,56
0900_6034,960,214
0900_6037,902,68
0900_6039,960,214
0900_6040,983,213
0900_6041,960,214
0900_6042,983,213
0900_6043,901,6043
0900_6044,923,257
0900_6046,901,6046
0900_6054,960,214
0900_6060,901,6060
0900_7001,919,7001
0902_0045,917,45
0902_0061,997,61
0902_0154,904,154
0902_0169,904,169
0902_6037,68,6037
0902_6055,68,6055
0905_0032,997,32
0905_0059,918,59
0905_0060,964,60
0905_0061,997,61
0905_6006,40,6006
0906_0001,900,1
0906_0032,997,32
0906_0036,902,36
0906_0038,902,38
0906_0055,7803,982
0906_0059,918,59
0906_0060,964,60
0906_0061,997,61
0906_0064,926,64
0906_0070,900,70
0906_0079,7803,981
0906_0082,928,82
0906_0126,907,126
0906_0174,921,174
0906_0237,927,237
0906_6007,927,237
0906_6023,983,213
0906_6034,918,59
0906_6036,108,6036
0906_6037,902,68
0906_6040,983,213
0906_6042,983,213
0906_6043,900,901
0906_6046,926,901
0906_6067,901,6067
0906_6068,901,6068
0906_7000,907,7000
0907_0237,927,237
0909_0122,911,122
0909_0141,913,141
0909_0145,912,145
0909_0168,914,168
0909_0189,915,189
0909_6011,913,141
0909_6012,912,145
0909_6013,915,189
0909_6014,916,211
0909_6015,916,211
0909_6035,916,211
0910_0044,920,44
0910_0066,919,66
0910_0122,926,911
0910_0168,926,914
0910_6012,926,912
0911_0064,926,64
0912_0064,926,64
0912_6012,145,6012
0913_0064,926,64
0913_6011,141,6011
0914_0064,926,64
0914_6035,168,6035
0915_0065,978,965
0916_0064,926,64
0916_6013,211,6013
0916_6014,211,6014
0916_6015,211,6015
0916_6035,211,6035
0917_0038,902,38
0917_0044,920,44
0917_0046,978,46
0917_0061,997,61
0917_0065,978,965
0917_0068,902,68
0917_0108,906,108
0917_0284,920,7804
0917_6045,45,6045
0919_0025,937,25
0919_0031,990,31
0919_0035,978,977
0919_0037,938,37
0919_0040,905,40
0919_0046,978,46
0919_0048,992,48
0919_0055,982,55
0919_0056,922,56
0919_0057,963,57
0919_0058,994,58
0919_0059,918,59
0919_0060,964,60
0919_0065,978,965
0919_0067,978,967
0919_0076,988,76
0919_0077,979,77
0919_0079,981,79
0919_0082,928,82
0919_0087,939,87
0919_0101,968,101
0919_0123,938,956
0919_0124,978,969
0919_0143,989,143
0919_0147,908,147
0919_0173,995,173
0919_0213,983,213
0919_0214,960,214
0919_0236,990,996
0919_0257,923,257
0919_0264,959,930
0919_0270,960,961
0919_0276,959,984
0919_0281,991,281
0919_0282,960,7806
0919_0286,999,286
0919_0289,7807,289
0919_6000,960,214
0919_6010,960,214
0919_6019,979,77
0919_6023,983,213
0919_6025,923,257
0919_6027,960,214
0919_6031,922,56
0919_6032,922,56
0919_6034,918,59
0919_6039,960,214
0919_6041,960,214
0919_6042,983,213
0919_6044,923,257
0919_6054,960,214
0920_0284,7804,284
0920_6028,44,6028
0920_6029,44,6029
0920_6053,44,6053
0922_6031,56,6031
0922_6032,56,6032
0922_6033,56,6033
0923_6034,257,6034
0923_6044,257,6044
0924_0040,905,40
0924_6059,901,6059
0924_6068,901,6068
0925_0122,911,122
0925_0141,913,141
0925_0145,912,145
0925_0168,914,168
0925_0189,915,189
0925_0211,916,211
0925_6011,913,141
0925_6012,912,145
0925_6013,916,211
0925_6014,916,211
0925_6015,916,211
0925_6035,916,211
0925_6043,901,6043
0925_6046,901,6046
0926_0001,900,1
0926_0108,906,108
0926_0141,913,141
0926_0168,914,168
0926_0189,915,189
0926_0211,916,211
0926_0244,919,244
0926_6011,913,141
0926_6012,912,145
0926_6013,916,211
0926_6014,916,211
0926_6015,916,211
0926_6035,916,211
0926_6043,901,6043
0926_6046,901,6046
0926_6060,901,6060
0927_6007,237,6007
0929_0058,994,58
0929_0077,979,77
0929_0143,989,143
0929_0173,995,173
0929_0213,983,213
0929_0276,984,276
0929_0289,7807,289
0929_6018,979,77
0929_6019,979,77
0929_6020,979,77
0937_0037,7802,938
0937_0103,7802,940
0937_0123,7802,956
0939_0103,957,940
0939_0107,957,955
0939_0123,87,957
0957_0087,939,87
0957_0103,940,103
0957_0107,955,107
0957_0123,956,123
0959_0001,900,1
0959_0025,937,25
0959_0029,929,29
0959_0031,990,31
0959_0032,905,997
0959_0035,978,977
0959_0036,902,36
0959_0037,938,37
0959_0038,902,38
0959_0044,920,44
0959_0046,978,46
0959_0048,992,48
0959_0051,910,51
0959_0055,982,55
0959_0056,922,56
0959_0057,963,57
0959_0058,994,58
0959_0059,918,59
0959_0060,964,60
0959_0061,905,997
0959_0064,926,64
0959_0065,978,965
0959_0066,919,66
0959_0067,978,967
0959_0068,902,68
0959_0071,926,71
0959_0076,988,76
0959_0081,926,81
0959_0082,928,82
0959_0101,968,101
0959_0103,957,940
0959_0104,926,104
0959_0108,906,108
0959_0122,926,911
0959_0124,964,978
0959_0141,926,913
0959_0143,989,143
0959_0145,926,145
0959_0147,908,147
0959_0168,926,914
0959_0173,995,173
0959_0174,906,921
0959_0213,983,213
0959_0214,960,214
0959_0236,990,996
0959_0237,906,927
0959_0243,993,243
0959_0244,919,244
0959_0257,923,257
0959_0264,930,264
0959_0272,7800,272
0959_0276,984,276
0959_0282,960,7806
0959_0284,920,7804
0959_0911,925,911
0959_0912,926,912
0959_0913,925,913
0959_6000,960,214
0959_6011,926,913
0959_6012,926,912
0959_6013,926,916
0959_6014,926,916
0959_6015,926,916
0959_6023,983,213
0959_6034,923,257
0959_6035,926,916
0959_6036,906,108
0959_6037,902,68
0959_6040,983,213
0959_6042,983,213
0959_6044,923,257
0959_6046,926,901
0959_7001,919,7001
0960_0270,961,270
0960_0282,7806,282
0960_0286,998,999
0960_6000,214,6000
0960_6010,214,6010
0960_6027,214,6027
0960_6034,918,59
0960_6039,214,6039
0960_6041,214,6041
0960_6054,214,6054
0963_0035,977,35
0963_0046,978,46
0963_0065,978,965
0963_0067,978,967
0963_0124,978,969
0964_0001,900,1
0964_0025,937,25
0964_0031,990,31
0964_0035,977,35
0964_0037,938,37
0964_0046,978,46
0964_0050,965,962
0964_0057,963,57
0964_0065,978,965
0964_0066,919,66
0964_0067,978,967
0964_0070,900,70
0964_0076,988,76
0964_0087,939,87
0964_0101,968,101
0964_0104,7803,926
0964_0108,7803,906
0964_0123,956,123
0964_0124,978,969
0964_0213,983,213
0964_0214,960,214
0964_0236,990,996
0964_0243,993,243
0964_0244,919,244
0964_0965,978,965
0964_0967,978,967
0964_0969,978,969
0964_6000,960,214
0964_6027,960,214
0964_7001,919,7001
0965_0035,977,35
0965_0046,978,46
0965_0067,967,67
0965_0124,969,124
0967_0046,978,46
0969_0046,978,46
0978_0035,977,35
0978_0065,965,65
0978_0067,967,67
0978_0124,969,124
0979_0058,959,994
0979_0173,959,995
0979_0243,959,993
0979_0264,959,930
0979_0276,959,984
0979_0289,959,7807
0979_0993,959,993
0979_6018,77,6018
0979_6019,77,6019
0979_6020,77,6020
0979_6022,77,6022
0979_6023,77,6023
0980_0029,929,29
0983_6023,213,6023
0983_6040,213,6040
0983_6042,213,6042
0985_0029,929,29
0986_0033,987,33
0988_0058,76,994
0988_0143,989,143
0989_0276,984,276
0990_0236,996,236
0992_0077,979,77
0992_0243,993,243
0992_0264,930,264
0992_0930,930,959
0994_0173,995,173
0995_0058,994,58
1052_0058,994,58
1052_0076,988,76
1052_0077,979,77
1052_0143,989,143
1052_0173,995,173
1052_0243,959,993
1052_0264,959,930
1052_0276,984,276
1052_6023,900,213
1052_6040,900,213
1052_6042,900,213
1052_6045,959,995
7802_0107,955,107
7802_0123,956,123
7803_0025,937,25
7803_0029,929,29
7803_0031,990,31
7803_0032,997,32
7803_0035,977,35
7803_0037,938,37
7803_0040,905,40
7803_0044,920,44
7803_0046,978,46
7803_0048,992,48
7803_0050,964,962
7803_0055,982,55
7803_0056,922,56
7803_0057,963,57
7803_0058,994,58
7803_0059,918,59
7803_0060,964,60
7803_0061,997,61
7803_0065,978,965
7803_0066,919,66
7803_0067,978,967
7803_0076,988,76
7803_0077,979,77
7803_0079,981,79
7803_0082,928,82
7803_0087,939,87
7803_0101,968,101
7803_0103,7809,940
7803_0107,955,107
7803_0108,906,108
7803_0124,978,969
7803_0143,989,143
7803_0147,908,147
7803_0173,995,173
7803_0213,983,213
7803_0214,960,214
7803_0236,990,996
7803_0243,959,993
7803_0244,919,244
7803_0257,923,257
7803_0264,930,264
7803_0270,960,961
7803_0272,7800,272
7803_0276,984,276
7803_0281,991,281
7803_0282,960,7806
7803_0283,999,283
7803_0284,920,7804
7803_0286,998,999
7803_0287,991,997
7803_0289,7807,289
7803_0957,939,957
7803_0965,978,965
7803_0967,978,967
7803_0969,978,969
7803_6000,960,214
7803_6006,905,40
7803_6010,960,214
7803_6019,979,77
7803_6023,983,213
7803_6025,923,257
7803_6026,960,214
7803_6027,960,214
7803_6031,922,56
7803_6032,922,56
7803_6033,922,56
7803_6034,960,214
7803_6039,960,214
7803_6040,983,213
7803_6041,960,214
7803_6042,983,213
7803_6044,923,257
7803_6054,960,214
7803_6064,7809,6064
7803_6065,7809,6065
7803_6069,7800,272
7803_6070,7800,272
7803_7001,919,7001
9079_0025,957,25
9079_0033,957,986
9079_0087,957,939
9079_0937,957,937
9083_0001,900,1
9083_0032,997,32
9083_0051,910,51
9083_0064,926,64
9083_0070,900,70
9083_6028,920,44
9099_6046,901,6046
9155_0001,900,1
9155_0032,997,32
9155_0064,900,925
9155_6029,920,44
9157_0055,982,55
9157_0065,978,965
9157_0076,988,76
9157_0079,981,79
9169_0001,900,1
9169_0025,7803,937
9169_0029,7803,929
9169_0032,997,32
9169_0035,7803,977
9169_0036,902,36
9169_0037,7803,938
9169_0038,902,38
9169_0044,920,44
9169_0045,917,45
9169_0046,7803,978
9169_0048,7803,992
9169_0051,910,51
9169_0057,7803,963
9169_0058,7803,994
9169_0060,7803,964
9169_0061,997,61
9169_0064,926,64
9169_0065,7803,965
9169_0066,919,66
9169_0067,7803,978
9169_0068,902,68
9169_0070,900,70
9169_0071,926,71
9169_0076,7803,988
9169_0077,7803,979
9169_0079,7803,981
9169_0081,926,81
9169_0101,7803,968
9169_0104,926,104
9169_0108,906,108
9169_0122,926,122
9169_0124,7803,978
9169_0126,906,907
9169_0143,7803,989
9169_0145,926,145
9169_0147,7803,908
9169_0168,926,914
9169_0173,7803,995
9169_0174,906,921
9169_0209,7803,209
9169_0213,7803,983
9169_0214,7803,960
9169_0243,7803,993
9169_0244,919,244
9169_0270,7803,960
9169_0276,7803,984
9169_0284,920,7804
9169_0911,926,911
9169_0912,926,912
9169_0959,7803,959
9169_6000,7803,960
9169_6006,905,40
9169_6014,926,916
9169_6015,926,916
9169_6027,7803,960
9169_6028,920,44
9169_6029,920,44
9169_6037,902,68
9169_6043,900,901
9169_6046,900,901
9169_6050,917,6050
9169_6056,900,6056
9169_6060,900,901
9169_7000,906,907
9169_7001,919,7001
9172_0126,907,126
9172_0174,961,174
9172_7000,907,7000
9191_0046,978,46
9191_0065,978,965
9191_6028,920,44
9191_6045,917,45
9193_0001,900,1
9193_0025,7803,937
9193_0031,7803,990
9193_0032,997,32
9193_0033,7803,986
9193_0035,7803,977
9193_0036,902,36
9193_0037,7803,938
9193_0038,902,38
9193_0040,905,40
9193_0044,920,44
9193_0045,917,45
9193_0046,7803,978
9193_0048,992,48
9193_0051,910,51
9193_0055,7803,982
9193_0057,7803,963
9193_0058,7803,994
9193_0059,906,918
9193_0060,7803,964
9193_0061,997,61
9193_0064,926,64
9193_0065,7803,978
9193_0066,919,66
9193_0067,7803,978
9193_0068,902,68
9193_0070,900,70
9193_0071,926,71
9193_0076,7803,988
9193_0077,900,979
9193_0081,926,81
9193_0082,906,928
9193_0087,7803,939
9193_0101,7803,968
9193_0103,7803,7809
9193_0104,926,104
9193_0108,906,108
9193_0122,926,911
9193_0124,7803,978
9193_0126,906,907
9193_0141,926,913
9193_0143,900,989
9193_0145,926,145
9193_0147,7803,908
9193_0168,926,914
9193_0173,7803,995
9193_0174,906,921
9193_0209,7803,209
9193_0211,926,916
9193_0213,7803,983
9193_0214,900,960
9193_0236,7803,990
9193_0243,7803,993
9193_0244,919,244
9193_0270,7803,960
9193_0276,7803,984
9193_0281,7803,991
9193_0284,920,7804
9193_0287,7803,991
9193_0911,926,911
9193_0912,926,912
9193_0914,926,914
9193_0916,926,916
9193_0959,900,959
9193_6000,7803,960
9193_6006,905,40
9193_6010,900,960
9193_6011,926,913
9193_6012,926,912
9193_6013,926,916
9193_6014,926,916
9193_6015,926,916
9193_6016,900,6016
9193_6019,900,979
9193_6027,7803,960
9193_6028,920,44
9193_6034,900,960
9193_6035,926,916
9193_6036,906,108
9193_6037,902,68
9193_6039,900,960
9193_6043,900,901
9193_6046,900,901
9193_6050,917,6050
9193_6054,900,960
9193_6055,902,68
9193_6058,7803,991
9193_6064,7803,7809
9193_6065,7803,7809
9193_7001,919,7001
9279_0213,983,213
9279_6023,983,213
9279_6040,983,213
9279_6042,983,213
9280_0001,900,1
9280_0032,997,32
9280_0036,902,36
9280_0038,902,38
9280_0045,917,45
9280_0051,910,51
9280_0061,997,61
9280_0064,926,64
9280_0066,919,66
9280_0068,902,68
9280_0070,900,70
9280_0108,906,108
9280_0122,926,911
9280_0168,926,914
9280_0173,7803,995
9280_0244,919,244
9280_0284,920,7804
9280_0913,926,913
9280_0928,900,928
9280_6006,905,40
9280_6012,926,912
9280_6028,920,44
9280_6043,900,901
9280_6046,900,901
9280_7001,919,7001
9281_0001,900,1
9281_0045,917,45
9281_0064,926,64
9281_0071,926,71
9281_0108,906,108
9281_0122,926,911
9281_0168,926,914
9281_0214,7803,960
9281_0911,926,911
9281_6011,926,913
9281_6012,926,912
9281_6013,926,916
9281_6014,926,916
9281_6015,926,916
9281_6034,906,918
9281_6035,926,916
9281_6046,926,901
9281_6050,917,6050
9281_6054,7803,960
9281_6998,906,6998
9282_0029,929,29
9282_0058,959,58
9282_0264,959,930
9282_6019,979,77
9284_0001,900,1
9284_0025,900,937
9284_0031,7803,990
9284_0044,920,44
9284_0045,917,45
9284_0058,7803,994
9284_0064,926,64
9284_0070,900,70
9284_0071,926,71
9284_0077,7803,979
9284_0081,926,81
9284_0104,926,104
9284_0107,900,937
9284_0122,926,911
9284_0123,900,937
9284_0143,7803,989
9284_0168,926,914
9284_0173,7803,995
9284_0211,926,916
9284_0236,7803,990
9284_0243,7803,959
9284_0244,919,244
9284_0276,7803,984
9284_6011,926,913
9284_6012,926,912
9284_6013,926,916
9284_6014,926,916
9284_6015,926,916
9284_6023,7803,983
9284_6035,926,916
9284_6036,906,108
9284_6040,7803,983
9284_6042,7803,983
9284_6043,900,901
9284_6046,900,901
9284_6056,900,6056
9287_0126,907,126
9287_0174,921,174
9287_0237,927,237
9287_7000,907,7000
9291_0001,900,1
9291_0025,7803,937
9291_0029,7803,929
9291_0031,7803,990
9291_0032,997,32
9291_0033,7803,986
9291_0035,7803,977
9291_0036,902,36
9291_0037,7803,938
9291_0038,902,38
9291_0040,905,40
9291_0044,920,44
9291_0045,917,45
9291_0046,7803,978
9291_0051,910,51
9291_0055,7803,982
9291_0056,7803,922
9291_0057,7803,963
9291_0058,7803,994
9291_0059,906,918
9291_0060,7803,964
9291_0061,997,61
9291_0063,902,63
9291_0064,926,64
9291_0065,7803,978
9291_0066,919,66
9291_0067,7803,978
9291_0068,902,68
9291_0070,900,70
9291_0071,926,71
9291_0076,7803,988
9291_0077,7803,979
9291_0079,7803,981
9291_0081,926,81
9291_0082,906,928
9291_0087,7803,939
9291_0101,7803,968
9291_0103,7803,7809
9291_0104,926,104
9291_0108,906,108
9291_0122,926,122
9291_0124,7803,978
9291_0126,907,126
9291_0130,906,130
9291_0141,926,913
9291_0143,7803,989
9291_0145,926,145
9291_0147,7803,908
9291_0154,906,154
9291_0168,926,914
9291_0169,906,169
9291_0173,7803,995
9291_0174,906,921
9291_0209,7803,209
9291_0211,926,916
9291_0213,7803,983
9291_0214,7803,960
9291_0236,7803,990
9291_0237,906,927
9291_0243,7803,993
9291_0244,919,244
9291_0257,7803,923
9291_0264,7803,930
9291_0270,7803,960
9291_0272,7803,7800
9291_0276,7803,984
9291_0284,920,7804
9291_0286,7803,998
9291_0911,926,911
9291_0912,926,912
9291_0914,926,914
9291_0916,926,916
9291_0929,900,929
9291_0957,7803,939
9291_0964,7803,964
9291_6000,7803,960
9291_6006,905,40
9291_6010,900,960
9291_6011,926,913
9291_6012,926,145
9291_6013,926,916
9291_6014,926,916
9291_6015,926,916
9291_6019,7803,979
9291_6023,7803,983
9291_6027,7803,960
9291_6028,920,44
9291_6029,920,44
9291_6031,7803,922
9291_6034,7803,998
9291_6035,926,916
9291_6036,906,108
9291_6037,902,68
9291_6039,7803,960
9291_6040,7803,983
9291_6041,7803,960
9291_6042,7803,983
9291_6043,900,901
9291_6044,7803,923
9291_6046,926,901
9291_6050,917,6050
9291_6054,7803,960
9291_6055,902,68
9291_6059,997,901
9291_6060,900,901
9291_6064,7803,7809
9291_6065,7803,7809
9291_6068,997,901
9291_6069,7803,7800
9291_6070,7803,7800
9291_6990,906,6990
9291_6998,906,6998
9291_7000,907,7000
9291_7001,919,7001
9316_0025,957,937
9316_0087,957,939
9316_0101,957,968
9316_0103,957,940
9316_0107,957,955
9316_0123,957,956
9329_0029,959,929
9329_0031,990,31
9329_0033,986,987
9329_0048,959,992
9329_0058,959,994
9329_0076,959,988
9329_0077,979,77
9329_0143,959,989
9329_0173,959,995
9329_0213,959,983
9329_0216,959,980
9329_0236,990,996
9329_0243,959,993
9329_0264,959,930
9329_0270,959,960
9329_0276,959,984
9329_0287,959,991
9329_0289,959,7807
9329_6000,959,960
9329_6018,979,77
9329_6019,979,77
9329_6020,979,77
9329_6023,959,213
9329_6040,959,213
9329_6042,959,213
9351_0066,919,66
9351_0244,919,244
9351_6006,905,40
9351_7001,919,7001
9357_0029,929,29
9365_0214,960,214
9365_0286,960,999
9368_0001,900,1
9368_0025,7803,937
9368_0029,7803,929
9368_0031,7803,990
9368_0032,997,32
9368_0033,7803,986
9368_0035,7803,977
9368_0036,902,36
9368_0037,7803,938
9368_0038,902,38
9368_0040,905,40
9368_0044,920,44
9368_0045,917,45
9368_0046,7803,978
9368_0051,910,51
9368_0055,7803,982
9368_0056,7803,922
9368_0057,7803,963
9368_0058,7803,994
9368_0059,906,918
9368_0060,7803,964
9368_0061,997,61
9368_0064,926,64
9368_0065,7803,978
9368_0066,919,66
9368_0067,7803,978
9368_0068,902,68
9368_0070,900,70
9368_0071,926,71
9368_0076,7803,988
9368_0077,7803,979
9368_0079,7803,981
9368_0081,926,81
9368_0082,906,928
9368_0087,7803,939
9368_0101,7803,968
9368_0103,7803,7809
9368_0104,926,104
9368_0107,900,955
9368_0108,906,108
9368_0122,926,122
9368_0124,7803,978
9368_0126,906,907
9368_0141,926,913
9368_0143,7803,989
9368_0145,926,145
9368_0147,7803,908
9368_0168,926,914
9368_0173,900,995
9368_0174,906,921
9368_0209,7803,209
9368_0211,926,916
9368_0213,7803,983
9368_0214,7803,960
9368_0236,7803,990
9368_0237,906,927
9368_0243,7803,993
9368_0244,919,244
9368_0264,7803,930
9368_0270,7803,960
9368_0272,7800,272
9368_0276,7803,984
9368_0284,920,7804
9368_0286,7803,998
9368_0289,7803,7807
9368_0911,926,911
9368_0912,926,912
9368_0913,926,913
9368_0914,926,914
9368_0916,926,916
9368_6000,7803,960
9368_6006,905,40
9368_6010,7803,960
9368_6011,926,913
9368_6012,926,912
9368_6013,926,916
9368_6014,926,916
9368_6015,926,916
9368_6019,900,979
9368_6027,7803,960
9368_6028,920,44
9368_6029,920,44
9368_6034,906,918
9368_6035,926,916
9368_6036,906,108
9368_6037,902,68
9368_6039,900,214
9368_6043,900,901
9368_6044,7803,923
9368_6045,917,45
9368_6046,900,901
9368_6050,917,6050
9368_6054,7803,960
9368_6055,902,68
9368_6056,900,6056
9368_6057,900,901
9368_6059,997,901
9368_6060,900,901
9368_6063,900,901
9368_6064,7803,7809
9368_6065,7803,7809
9368_6068,997,901
9368_6998,906,6998
9368_7000,906,907
9368_7001,919,7001
9370_0031,990,31
9370_0236,990,996
9370_0276,990,984
9371_0031,990,31
9371_0236,990,996
9372_0001,900,1
9372_0025,7803,937
9372_0032,997,32
9372_0035,7803,977
9372_0037,7803,938
9372_0046,7803,978
9372_0051,910,51
9372_0057,7803,963
9372_0064,926,64
9372_0065,7803,978
9372_0066,919,66
9372_0067,7803,978
9372_0070,900,70
9372_0071,926,71
9372_0077,7803,979
9372_0081,926,81
9372_0087,7803,939
9372_0101,7803,968
9372_0103,7803,7809
9372_0104,926,104
9372_0108,906,108
9372_0122,926,911
9372_0124,7803,978
9372_0126,906,907
9372_0141,926,913
9372_0145,926,145
9372_0168,926,914
9372_0174,906,921
9372_0209,7803,209
9372_0244,919,244
9372_0912,926,912
9372_6000,7803,960
9372_6013,926,211
9372_6014,926,211
9372_6015,926,211
9372_6043,900,901
9372_6046,900,901
9372_6060,900,901
9372_6064,7803,7809
9372_6068,997,901
9374_0025,957,937
9374_0037,957,938
9374_0087,957,939
9374_0103,957,940
9374_0123,957,956
9377_0001,900,1
9377_0025,7803,937
9377_0032,997,32
9377_0033,7803,986
9377_0035,7803,977
9377_0036,902,36
9377_0037,7803,938
9377_0038,902,38
9377_0040,7803,905
9377_0045,917,45
9377_0046,7803,978
9377_0051,7803,910
9377_0055,7803,982
9377_0057,7803,963
9377_0058,7803,994
9377_0059,906,918
9377_0060,7803,964
9377_0061,997,61
9377_0064,926,64
9377_0065,7803,978
9377_0066,919,66
9377_0067,7803,978
9377_0070,900,70
9377_0071,926,71
9377_0076,7803,988
9377_0077,7803,979
9377_0079,7803,981
9377_0081,926,81
9377_0087,7803,939
9377_0101,7803,968
9377_0103,7803,7809
9377_0104,926,104
9377_0108,7803,906
9377_0122,926,122
9377_0124,7803,978
9377_0126,906,907
9377_0141,926,913
9377_0145,926,145
9377_0147,7803,908
9377_0168,926,914
9377_0173,7803,995
9377_0174,906,921
9377_0209,7803,209
9377_0211,926,916
9377_0213,7803,983
9377_0243,7803,993
9377_0244,7803,919
9377_0276,7803,984
9377_0284,920,7804
9377_0286,960,988
9377_0911,926,911
9377_0912,926,912
9377_0925,7803,925
9377_0926,7803,926
9377_6000,7803,960
9377_6012,926,912
9377_6013,926,916
9377_6014,926,916
9377_6015,926,916
9377_6028,920,44
9377_6034,906,918
9377_6036,906,108
9377_6037,902,68
9377_6043,900,901
9377_6046,900,901
9377_6054,960,214
9377_6056,900,6056
9377_6059,997,901
9377_6060,900,901
9377_6064,7803,7809
9377_6065,7803,7809
9377_6067,906,901
9377_7001,919,7001
9383_0001,900,1
9383_0025,900,937
9383_0029,7803,929
9383_0032,997,32
9383_0033,900,986
9383_0036,902,36
9383_0037,900,938
9383_0038,902,38
9383_0040,905,40
9383_0045,917,45
9383_0051,910,51
9383_0057,900,963
9383_0058,7803,994
9383_0063,902,63
9383_0064,925,64
9383_0066,919,66
9383_0068,902,68
9383_0070,900,70
9383_0071,926,71
9383_0076,7803,988
9383_0077,7803,979
9383_0081,926,81
9383_0087,900,939
9383_0101,900,968
9383_0104,926,104
9383_0108,906,108
9383_0122,925,911
9383_0130,906,130
9383_0147,7803,908
9383_0154,906,154
